Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",14.82,$347.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ardc
ARES,Ares Management L.P.,16.8,$3.56B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ares
ARES^A,Ares Management L.P.,25.02,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ares^a
AGX,"Argan, Inc.",72,$1.08B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agx
ANET,"Arista Networks, Inc.",94.41,$6.63B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/anet
AI,Arlington Asset Investment Corp,17.08,$393.39M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ai
AIC,Arlington Asset Investment Corp,22.8265,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aic
AIW,Arlington Asset Investment Corp,23.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aiw
AHH,"Armada Hoffler Properties, Inc.",14.75,$537.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahh
ARR,"ARMOUR Residential REIT, Inc.",22.72,$835.12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr
ARR^A,"ARMOUR Residential REIT, Inc.",24.36,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^a
ARR^B,"ARMOUR Residential REIT, Inc.",23.29,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^b
AFI,"Armstrong Flooring, Inc.",19.87,$552.92M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afi
AWI,Armstrong World Industries Inc,44.9,$2.48B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/awi
ARW,"Arrow Electronics, Inc.",71.88,$6.44B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arw
AJG,Arthur J. Gallagher & Co.,50.76,$9.04B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ajg
APAM,Artisan Partners Asset Management Inc.,31.3,$2.33B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apam
ASA,ASA Gold and Precious Metals Limited,10.76,$207.56M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asa
ABG,Asbury Automotive Group Inc,63.45,$1.41B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abg
AHP,"Ashford Hospitality Prime, Inc.",14.43,$374.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahp
AHP^B,"Ashford Hospitality Prime, Inc.",22.66,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahp^b
AHT,Ashford Hospitality Trust Inc,7.77,$747.31M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht
AHT^A,Ashford Hospitality Trust Inc,25.1721,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^a
AHT^D,Ashford Hospitality Trust Inc,24.93,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^d
AHT^F,Ashford Hospitality Trust Inc,22.28,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^f
AHT^G,Ashford Hospitality Trust Inc,22.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^g
ASH,Ashland Global Holdings Inc.,116.78,$7.26B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ash
APB,"Asia Pacific Fund, Inc. (The)",10.16,$105.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apb
GRR,"Asia Tigers Fund, Inc. (The)",9.4201,$32.85M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grr
ASPN,"Aspen Aerogels, Inc.",4.27,$99.78M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aspn
AHL,Aspen Insurance Holdings Limited,53.5,$3.22B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl
AHL^A.CL,Aspen Insurance Holdings Limited,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^a.cl
AHL^B,Aspen Insurance Holdings Limited,25.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^b
AHL^C,Aspen Insurance Holdings Limited,25.8607,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^c
AHL^D,Aspen Insurance Holdings Limited,22.57,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^d
ASB,Associated Banc-Corp,25.05,$3.77B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb
ASB^C,Associated Banc-Corp,25.02,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb^c
ASB^D,Associated Banc-Corp,21.0001,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb^d
AC,"Associated Capital Group, Inc.",34,$861.6M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ac
AIZ,"Assurant, Inc.",92.16,$5.25B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aiz
AGO,Assured Guaranty Ltd.,37.83,$4.93B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago
AGO^B,Assured Guaranty Ltd.,25.5888,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^b
AGO^E,Assured Guaranty Ltd.,24.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^e
AGO^F,Assured Guaranty Ltd.,23.7001,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^f
AF,Astoria Financial Corporation,17.76,$1.8B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/af
AF^C,Astoria Financial Corporation,25.2547,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/af^c
AZN,Astrazeneca PLC,27.16,$68.71B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/azn
HOME,At Home Group Inc.,14.18,$856M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/home
T,AT&T Inc.,40.38,$247.97B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/t
ATTO,Atento S.A.,8.2,$605.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/atto
ATKR,Atkore International Group Inc.,22.04,$1.38B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/atkr
AT,Atlantic Power Corporation,2.6,$300.65M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/at
ATO,Atmos Energy Corporation,73.23,$7.61B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ato
ATW,"Atwood Oceanics, Inc.",13.49,$874.23M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/atw
AUO,AU Optronics Corp,3.63,$3.49B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/auo
ATHM,Autohome Inc.,27.54,$3.11B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/athm
ALV,"Autoliv, Inc.",110.14,$9.72B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/alv
AN,"AutoNation, Inc.",48.97,$4.95B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/an
AZO,"AutoZone, Inc.",803.1,$23.18B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/azo
AVB,"AvalonBay Communities, Inc.",169.05,$23.21B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/avb
AGR,"Avangrid, Inc.",37.08,$11.46B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agr
ACP,Avenue Income Credit Strategies Fund,13.36,$174.67M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acp
AVY,Avery Dennison Corporation,72.62,$6.46B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/avy
AVH,Avianca Holdings S.A.,9.2,$1.15B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/avh
AVA,Avista Corporation,42.08,$2.7B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ava
AV,Aviva plc,12.2,$24.75B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/av
AVT,"Avnet, Inc.",47.97,$6.12B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/avt
AVP,"Avon Products, Inc.",5.57,$2.44B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/avp
AVX,AVX Corporation,15.77,$2.64B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/avx
AXTA,Axalta Coating Systems Ltd.,27.13,$6.52B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axta
AXS,Axis Capital Holdings Limited,63.79,$5.64B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs
AXS^C,Axis Capital Holdings Limited,25.51,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^c
AXS^D,Axis Capital Holdings Limited,22.64,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^d
AXS^E,Axis Capital Holdings Limited,21.61,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^e
AXON          ,Axovant Sciences Ltd.,14.25,$1.41B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axon
AZRE,Azure Power Global Limited,18,$466.49M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/azre
AZZ,AZZ Inc.,63.95,$1.66B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/azz
BGS,"B&G Foods, Inc.",46.2,$3.07B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bgs
BW,Babcock,17.25,$839.82M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bw
BGH,Babson Global Short Duration High Yield Fund,18.92,$379.49M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bgh
BMI,"Badger Meter, Inc.",38.5,$1.12B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bmi
BHI,Baker Hughes Incorporated,66.32,$28.04B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bhi
BBN,BalckRock Taxable Municipal Bond Trust,21.73,$1.24B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbn
BLL,Ball Corporation,76.84,$13.43B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bll
BGE^B,Baltimore Gas & Electric Company,25.27,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bge^b
BANC,"Banc of California, Inc.",16.4,$815.49M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc
BANC^C,"Banc of California, Inc.",25.88,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^c
BANC^D,"Banc of California, Inc.",25.1508,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^d
BANC^E,"Banc of California, Inc.",24.43,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^e
BBVA,Banco Bilbao Viscaya Argentaria S.A.,6.79,$44B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbva
BBD,Banco Bradesco Sa,8.53,$47.19B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbd
BBDO,Banco Bradesco Sa,7.9319,$43.88B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbdo
BCH,Banco De Chile,70.53,$11.55B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bch
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",30.08,$1.18B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/blx
BSBR,Banco Santander Brasil SA,7.94,$60.78B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bsbr
BSAC,Banco Santander Chile,23.48,$11.06B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bsac
SAN,"Banco Santander, S.A.",5.12,$73.9B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san
SAN^A,"Banco Santander, S.A.",25.36,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^a
SAN^B,"Banco Santander, S.A.",23.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^b
SAN^C,"Banco Santander, S.A.",25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^c
SAN^I,"Banco Santander, S.A.",24.9825,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^i
CIB,BanColombia S.A.,35.74,$8.59B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cib
BXS,"BancorpSouth, Inc.",30.25,$2.83B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bxs
BAC,Bank of America Corporation,23.09,$233.33B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac
BAC.WS.A,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.a
BAC.WS.B,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.b
BAC^A,Bank of America Corporation,24.79,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^a
BAC^C,Bank of America Corporation,25.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^c
BAC^D,Bank of America Corporation,24.8408,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^d
BAC^E,Bank of America Corporation,21.89,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^e
BAC^I,Bank of America Corporation,25.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^i
BAC^L,Bank of America Corporation,1136.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^l
BAC^W,Bank of America Corporation,25.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^w
BAC^Y,Bank of America Corporation,25.52,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^y
BML^G,Bank of America Corporation,19.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,19.33,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^h
BML^I,Bank of America Corporation,25.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^i
BML^J,Bank of America Corporation,22.81,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,22.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^l
BOH,Bank of Hawaii Corporation,89.1,$3.8B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/boh
BMO,Bank Of Montreal,72.99,$47.13B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bmo
NTB,Bank of N.T. Butterfield & Son Limited (The),29.81,$1.59B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ntb
BK,Bank Of New York Mellon Corporation (The),48.62,$51.41B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bk
BK^C,Bank Of New York Mellon Corporation (The),24.14,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bk^c
BNS,Bank of Nova Scotia (The),58.32,$70.45B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bns
RATE,"Bankrate, Inc.",10.35,$932.88M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rate
BKU,"BankUnited, Inc.",38.16,$3.97B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bku
BCS,Barclays PLC,11.74,$49.73B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs
BCS^A,Barclays PLC,25.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^a
BCS^D,Barclays PLC,25.56,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^d
MCI,Barings Corporate Investors,16.01,$316.21M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mci
MPV,Barings Participation Investors,14.59,$151.29M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mpv
BNED,"Barnes & Noble Education, Inc",11.99,$552.41M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bned
BKS,"Barnes & Noble, Inc.",13.1,$952.14M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bks
B,"Barnes Group, Inc.",48.06,$2.59B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/b
CUDA,"Barracuda Networks, Inc.",22.89,$1.2B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cuda
ABX,Barrick Gold Corporation,15.45,$18.01B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abx
BAS,"Basic Energy Services, Inc.",0.428,$18.3M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bas
BAX,Baxter International Inc.,44.84,$24.39B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bax
BTE,Baytex Energy Corp,4.86,$1.02B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bte
BBT,BB&T Corporation,47.25,$38.34B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt
BBT^D,BB&T Corporation,24.43,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^d
BBT^E,BB&T Corporation,23.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^e
BBT^F,BB&T Corporation,23.11,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^f
BBT^G,BB&T Corporation,23,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^g
BBT^H,BB&T Corporation,23.9391,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^h
BFR,BBVA Banco Frances S.A.,17.42,$3.12B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bfr
BBX,BBX Capital Corporation,21.48,$358.26M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbx
BCE,"BCE, Inc.",44.3,$38.56B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bce
BZH,"Beazer Homes USA, Inc.",15.09,$499.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bzh
BDX,"Becton, Dickinson and Company",166.51,$35.35B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bdx
BDC,Belden Inc,78.83,$3.32B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bdc
BDC^B,Belden Inc,111.43,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bdc^b
BXE,Bellatrix Exploration Ltd,1,$246.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bxe
BEL,Belmond Ltd.,13.9,$1.41B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bel
BMS,"Bemis Company, Inc.",50.91,$4.77B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bms
BHE,"Benchmark Electronics, Inc.",29.6,$1.45B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.b
BHLB,"Berkshire Hills Bancorp, Inc.",36.45,$1.14B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bhlb
BBY,"Best Buy Co., Inc.",49,$15.38B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bby
BGCA,"BGC Partners, Inc.",25.67,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bgca
BHP,BHP Billiton Limited,38.48,$102.4B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bhp
BBL,BHP Billiton plc,34.04,$90.59B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbl
BIG,"Big Lots, Inc.",54.88,$2.44B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/big
BH,Biglari Holdings Inc.,478,$988.01M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bh
BBG,Bill Barrett Corporation,7.39,$444.88M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbg
BIOA,BioAmber Inc.,4.8,$138.42M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bioa
BIOA.WS,BioAmber Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bioa.ws
BIO,"Bio-Rad Laboratories, Inc.",179.36,$5.3B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bio
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bio.b
BITA,Bitauto Holdings Limited,19.78,$1.4B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bita
BKH,Black Hills Corporation,61,$3.24B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bkh
BKHU,Black Hills Corporation,68.03,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bkhu
BKFS,"Black Knight Financial Services, Inc.",38.9,$5.99B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bkfs
BSM,"Black Stone Minerals, L.P.",18.35,$3.5B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bsm
BJZ,Blackrock California Municipal 2018 Term Trust,15.11,$97.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bjz
BFZ,BlackRock California Municipal Income Trust,14.29,$455.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bfz
CII,Blackrock Capital and Income Strategies Fund Inc,13.65,$602.26M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cii
BHK,Blackrock Core Bond Trust,12.83,$691.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bhk
HYT,"Blackrock Corporate High Yield Fund, Inc.",10.7,$1.35B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyt
BTZ,BlackRock Credit Allocation Income Trust,12.52,$1.35B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/btz
DSU,"Blackrock Debt Strategies Fund, Inc.",11.12,$692.82M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dsu
BHL,Blackrock Defined Opportunity Credit Trust,13.65,$123.45M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bhl
BGR,BlackRock Energy and Resources Trust,14.62,$436.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bgr
BDJ,Blackrock Enhanced Equity Dividend Trust,8.1,$1.53B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bdj
EGF,"Blackrock Enhanced Government Fund, Inc",13.26,$95.7M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/egf
FRA,Blackrock Floating Rate Income Strategies Fund Inc,14.19,$528.33M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fra
BFO,Blackrock Florida Municipal 2020 Term Trust,15.02,$83.54M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bfo
BGT,Blackrock Global,13.82,$327.03M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bgt
BOE,Blackrock Global,11.69,$812.26M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/boe
BME,Blackrock Health Sciences Trust,33.18,$275.81M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bme
BAF,BlackRock Income Investment Quality Trust,14.07,$123.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/baf
BKT,BlackRock Income Trust Inc. (The),6.27,$400.92M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bkt
BGY,"BLACKROCK INTERNATIONAL, LTD.",5.54,$609.34M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bgy
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),14.54,$249.69M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bkn
BTA,BlackRock Long-Term Municipal Advantage Trust,11.28,$151.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bta
BIT,BlackRock Multi-Sector Income Trust,16.3,$626.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bit
MUI,Blackrock Muni Intermediate Duration Fund Inc,13.7,$524.66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mui
MNE,Blackrock Muni New York Intermediate Duration Fund Inc,13.44,$56.58M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mne
MUA,"Blackrock MuniAssets Fund, Inc.",13.2,$472.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mua
BPK,Blackrock Municipal 2018 Term Trust,15.02,$238.94M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bpk
BKK,Blackrock Municipal 2020 Term Trust,15.57,$315.08M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bkk
BBK,Blackrock Municipal Bond Trust,15.04,$158.17M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbk
BBF,BlackRock Municipal Income Investment Trust,13.78,$140.67M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbf
BYM,Blackrock Municipal Income Quality Trust,13.77,$363.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bym
BFK,BlackRock Municipal Income Trust,13.72,$614.13M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bfk
BTT,BlackRock Municipal Target Term Trust Inc. (The),21.89,$1.54B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/btt
MEN,"Blackrock MuniEnhanced Fund, Inc.",11.21,$331.43M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/men
MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",13.85,$567.88M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/muc
MUH,"Blackrock MuniHoldings Fund II, Inc.",14.83,$167.58M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/muh
MHD,"Blackrock MuniHoldings Fund, Inc.",15.968,$225.68M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mhd
MFL,Blackrock MuniHoldings Investment Quality Fund,14.21,$537.44M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mfl
MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",13.86,$417.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/muj
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",13.39,$416.86M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mhn
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",13.01,$292.92M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mue
MUS,"Blackrock MuniHoldings Quality Fund, Inc.",12.98,$168.87M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mus
MVT,"Blackrock MuniVest Fund II, Inc.",15,$315.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvt
MYC,"Blackrock MuniYield California Fund, Inc.",14.9,$318.23M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/myc
MCA,"Blackrock MuniYield California Insured Fund, Inc.",14.22,$489.12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mca
MYD,"Blackrock MuniYield Fund, Inc.",13.96,$651.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/myd
MYF,Blackrock MuniYield Investment Fund,14.9301,$203.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/myf
MFT,Blackrock MuniYield Investment QualityFund,13.81,$117.03M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mft
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",13.52,$399.9M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/miy
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",15.5,$221.73M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/myj
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",12.68,$501.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/myn
MPA,Blackrock MuniYield Pennsylvania Quality Fund,14.2829,$190.71M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mpa
MQT,"Blackrock MuniYield Quality Fund II, Inc.",12.73,$287.16M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mqt
MYI,"Blackrock MuniYield Quality Fund III, Inc.",13.46,$915.14M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/myi
